HMDB_ID	NAME	GENE_NAME	enzyme_p_s
HMDB0000290	Uridine diphosphate-N-acetylglucosamine	Mgat2	s
HMDB0000290	Uridine diphosphate-N-acetylglucosamine	Ext1	s
HMDB0000290	Uridine diphosphate-N-acetylglucosamine	Extl3	s
HMDB0000290	Uridine diphosphate-N-acetylglucosamine	Ext2	s
HMDB0000290	Uridine diphosphate-N-acetylglucosamine	Extl1	s
HMDB0000290	Uridine diphosphate-N-acetylglucosamine	B4gat1	s
HMDB0000290	Uridine diphosphate-N-acetylglucosamine	Mgat5	s
HMDB0000290	Uridine diphosphate-N-acetylglucosamine	Ogt	s
HMDB0000290	Uridine diphosphate-N-acetylglucosamine	Mgat3	s
HMDB0000290	Uridine diphosphate-N-acetylglucosamine	Gcnt2	s
HMDB0000290	Uridine diphosphate-N-acetylglucosamine	Extl2	s
HMDB0000290	Uridine diphosphate-N-acetylglucosamine	Mgat4a	s
HMDB0000290	Uridine diphosphate-N-acetylglucosamine	Mgat4b	s
HMDB0000290	Uridine diphosphate-N-acetylglucosamine	B3gnt5	s
HMDB0000290	Uridine diphosphate-N-acetylglucosamine	Gnptab	s
HMDB0000290	Uridine diphosphate-N-acetylglucosamine	Alg13	s
HMDB0000292	Xanthine	Pnp	p
HMDB0000294	Urea	Allc	p
HMDB0000295	Uridine 5'-diphosphate	Gne	p
HMDB0000295	Uridine 5'-diphosphate	Lalba	p
HMDB0000295	Uridine 5'-diphosphate	Ugt2b5	p
HMDB0000295	Uridine 5'-diphosphate	Csgalnact1	p
HMDB0000295	Uridine 5'-diphosphate	Ugt1a5	p
HMDB0000295	Uridine 5'-diphosphate	Ugt2b34	p
HMDB0000295	Uridine 5'-diphosphate	Ugt2b35	p
HMDB0000295	Uridine 5'-diphosphate	Ugt2a1	p
HMDB0000295	Uridine 5'-diphosphate	Ugt1a1	p
HMDB0000295	Uridine 5'-diphosphate	Ugt1a9	p
HMDB0000295	Uridine 5'-diphosphate	Ugt1a9	p
HMDB0000295	Uridine 5'-diphosphate	Ugt1a2	p
HMDB0000295	Uridine 5'-diphosphate	Ugt1a9	p
HMDB0000295	Uridine 5'-diphosphate	Ugt2b1	p
HMDB0000295	Uridine 5'-diphosphate	Ugt1a6	p
HMDB0000295	Uridine 5'-diphosphate	Ugt1a2	p
HMDB0000295	Uridine 5'-diphosphate	Ugt1a9	p
HMDB0000295	Uridine 5'-diphosphate	Ak3	p
HMDB0000295	Uridine 5'-diphosphate	Ugcg	p
HMDB0000295	Uridine 5'-diphosphate	B4galnt1	p
HMDB0000295	Uridine 5'-diphosphate	A4galt	p
HMDB0000296	Uridine	Nt5c3a	p
HMDB0000296	Uridine	Upp1	s
HMDB0000296	Uridine	Upp2	s
HMDB0000296	Uridine	Uckl1	s
HMDB0000296	Uridine	Apobec3	p
HMDB0000300	Uracil	Pnp	p
HMDB0000300	Uracil	Tymp	p
HMDB0000300	Uracil	Upp1	p
HMDB0000300	Uracil	Upp2	p
HMDB0000300	Uracil	Uprt	p
HMDB0000302	Uridine diphosphategalactose	Lalba	s
HMDB0000302	Uridine diphosphategalactose	A4galt	s
HMDB0000302	Uridine diphosphategalactose	Ugt8	s
HMDB0000302	Uridine diphosphategalactose	B3galt4	s
HMDB0000305	Vitamin A	Dgat1	s
HMDB0000305	Vitamin A	Lrat	s
HMDB0000305	Vitamin A	Dgat2	s
HMDB0000305	Vitamin A	Rdh8	s
HMDB0000305	Vitamin A	Rdh11	s
HMDB0000305	Vitamin A	Rdh10	s
HMDB0000305	Vitamin A	Awat2	s
HMDB0000305	Vitamin A	Dhrs3	s
HMDB0000306	Tyramine	Ddc	p
HMDB0000517	L-Arginine	Gatm	s
HMDB0000517	L-Arginine	Rars1	s
HMDB0000517	L-Arginine	Asl	p
HMDB0000517	L-Arginine	Azin2	s
HMDB0000517	L-Arginine	Rars2	s
HMDB0000517	L-Arginine	Adprh	p
HMDB0000518	Chenodeoxycholic acid	Acot8	s
HMDB0000518	Chenodeoxycholic acid	Slc27a5	p
HMDB0000538	Adenosine triphosphate	Dck	s
HMDB0000538	Adenosine triphosphate	Acss2	s
HMDB0000538	Adenosine triphosphate	Acss1	s
HMDB0000538	Adenosine triphosphate	Dtymk	s
HMDB0000538	Adenosine triphosphate	Gck	s
HMDB0000538	Adenosine triphosphate	Hk3	s
HMDB0000538	Adenosine triphosphate	Hk2	s
HMDB0000538	Adenosine triphosphate	Hk1	s
HMDB0000538	Adenosine triphosphate	Fcsk	s
HMDB0000538	Adenosine triphosphate	Pccb	s
HMDB0000538	Adenosine triphosphate	Pcca	s
HMDB0000538	Adenosine triphosphate	Farsa	s
HMDB0000538	Adenosine triphosphate	Fars2	s
HMDB0000538	Adenosine triphosphate	Gart	s
HMDB0000538	Adenosine triphosphate	Gne	s
HMDB0000538	Adenosine triphosphate	Papss1	s
HMDB0000538	Adenosine triphosphate	Papss2	s
HMDB0000538	Adenosine triphosphate	Cps1	s
HMDB0000574	L-Cysteine	Got1	s
HMDB0000574	L-Cysteine	Got2	s
HMDB0000574	L-Cysteine	Gclc	s
HMDB0000574	L-Cysteine	Ppcs	s
HMDB0000574	L-Cysteine	Mocos	s
HMDB0000574	L-Cysteine	Cars1	s
HMDB0000574	L-Cysteine	Ggct	p
HMDB0000641	L-Glutamine	Gfpt2	s
HMDB0000641	L-Glutamine	Gfpt1	s
HMDB0000641	L-Glutamine	Kyat1	s
HMDB0000641	L-Glutamine	Qars1	s
HMDB0000641	L-Glutamine	Asns	s
HMDB0000641	L-Glutamine	Glul	p
HMDB0000641	L-Glutamine	Gls2	s
HMDB0000641	L-Glutamine	Gls	s
HMDB0000641	L-Glutamine	Pfas	s
HMDB0000641	L-Glutamine	Gatb	s
HMDB0000641	L-Glutamine	Ctps2	s
HMDB0000641	L-Glutamine	Qrsl1	s
HMDB0000660	D-Fructose	Hk3	s
HMDB0000660	D-Fructose	Hk2	s
HMDB0000660	D-Fructose	Hk1	s
HMDB0000660	D-Fructose	Sis	p
HMDB0000660	D-Fructose	Khk	s
HMDB0000660	D-Fructose	Gaa	p
HMDB0000660	D-Fructose	Mgam	p
HMDB0000660	D-Fructose	Ganc	p
HMDB0000660	D-Fructose	Phpt1	p
HMDB0000673	Linoleic acid	Acot7	p
HMDB0000673	Linoleic acid	Acot2	p
HMDB0000673	Linoleic acid	Acot4	p
HMDB0000687	L-Leucine	Bcat1	s
HMDB0000687	L-Leucine	Bcat2	s
HMDB0000687	L-Leucine	Lars2	s
HMDB0000687	L-Leucine	Lars1	s
HMDB0000696	L-Methionine	Tat	p
HMDB0000696	L-Methionine	Kyat1	p
HMDB0000696	L-Methionine	Msra	s
HMDB0000696	L-Methionine	Mars1	s
HMDB0000696	L-Methionine	Kyat3	p
HMDB0000696	L-Methionine	Msrb2	s
HMDB0000696	L-Methionine	Msrb3	s
HMDB0000696	L-Methionine	Mars2	s
HMDB0000696	L-Methionine	Msrb1	s
HMDB0000827	Stearic acid	Acot7	p
HMDB0000827	Stearic acid	Acot2	p
HMDB0000827	Stearic acid	Acot4	p
HMDB0000870	Histamine	Ddc	p
HMDB0000870	Histamine	Hdc	p
HMDB0000883	L-Valine	Bcat1	s
HMDB0000883	L-Valine	Bcat2	s
HMDB0000883	L-Valine	Vars1	s
HMDB0000883	L-Valine	Vars2	s
HMDB0000895	Acetylcholine	Chat	p
HMDB0000895	Acetylcholine	Ache	s
HMDB0000929	L-Tryptophan	Ddc	s
HMDB0000929	L-Tryptophan	Tph1	s
HMDB0000929	L-Tryptophan	Tph2	s
HMDB0000929	L-Tryptophan	Wars1	s
HMDB0000929	L-Tryptophan	Wars2	s
HMDB0000935	Uridine diphosphate glucuronic acid	Ugt2b5	s
HMDB0000935	Uridine diphosphate glucuronic acid	Ugt1a5	s
HMDB0000935	Uridine diphosphate glucuronic acid	Ugt2b34	s
HMDB0000935	Uridine diphosphate glucuronic acid	Ugt2b35	s
HMDB0000935	Uridine diphosphate glucuronic acid	Ugt2a1	s
HMDB0000935	Uridine diphosphate glucuronic acid	Ugt1a1	s
HMDB0000935	Uridine diphosphate glucuronic acid	Ugt1a9	s
HMDB0000935	Uridine diphosphate glucuronic acid	Ugt1a9	s
HMDB0000935	Uridine diphosphate glucuronic acid	Ugt1a2	s
HMDB0000935	Uridine diphosphate glucuronic acid	Ugt1a9	s
HMDB0000935	Uridine diphosphate glucuronic acid	Ugt2b1	s
HMDB0000935	Uridine diphosphate glucuronic acid	Ugt1a6	s
HMDB0000935	Uridine diphosphate glucuronic acid	Ugt1a2	s
HMDB0000935	Uridine diphosphate glucuronic acid	Ugt1a9	s
HMDB0000935	Uridine diphosphate glucuronic acid	Ext1	s
HMDB0000935	Uridine diphosphate glucuronic acid	Ext2	s
HMDB0000935	Uridine diphosphate glucuronic acid	Chpf2	s
HMDB0000935	Uridine diphosphate glucuronic acid	Ugt2a3	s
HMDB0000961	Farnesyl pyrophosphate	Fdps	p
HMDB0000961	Farnesyl pyrophosphate	Fnta	s
HMDB0000961	Farnesyl pyrophosphate	Fntb	s
HMDB0000990	Acetaldehyde	Akr1a1	p
HMDB0000990	Acetaldehyde	Dera	p
HMDB0000990	Acetaldehyde	Etnppl	p
HMDB0001178	Adenosine diphosphate ribose	Adprh	p
HMDB0001198	Leukotriene C4	Ggt1	s
HMDB0001198	Leukotriene C4	Ggt7	s
HMDB0001198	Leukotriene C4	Ltc4s	p
HMDB0001198	Leukotriene C4	Ggt6	s
HMDB0001198	Leukotriene C4	Ggt5	s
HMDB0001201	Guanosine diphosphate	Rrm1	p
HMDB0001201	Guanosine diphosphate	Alg2	p
HMDB0001201	Guanosine diphosphate	Dpm1	p
HMDB0001201	Guanosine diphosphate	Fut2	p
HMDB0001201	Guanosine diphosphate	Fut1	p
HMDB0001201	Guanosine diphosphate	Guk1	p
HMDB0001201	Guanosine diphosphate	Pnpt1	p
HMDB0001220	Prostaglandin E2	Cbr1	p
HMDB0001220	Prostaglandin E2	Cbr3	p
HMDB0001220	Prostaglandin E2	Ptges	p
HMDB0001220	Prostaglandin E2	Ptges2	p
HMDB0001220	Prostaglandin E2	Ptges3	p
HMDB0001251	Lanosterol	Lss	p
HMDB0001256	Spermine	Sms	p
HMDB0001256	Spermine	Srm	p
HMDB0001257	Spermidine	Sms	s
HMDB0001264	Dehydroascorbic acid	Gsto1	s
HMDB0001264	Dehydroascorbic acid	Gsto2	s
HMDB0001273	Guanosine triphosphate	Polr3d	s
HMDB0001273	Guanosine triphosphate	Polr1b	s
HMDB0001273	Guanosine triphosphate	Polr3g	s
HMDB0001273	Guanosine triphosphate	Polr3b	s
HMDB0001273	Guanosine triphosphate	Polr1e	s
HMDB0001273	Guanosine triphosphate	Polr3h	s
HMDB0001314	Cyclic GMP	Pde1b	s
HMDB0001314	Cyclic GMP	Pde3b	s
HMDB0001314	Cyclic GMP	Pde6c	s
HMDB0001314	Cyclic GMP	Pde6a	s
HMDB0001314	Cyclic GMP	Pde6b	s
HMDB0001322	Oleoyl-CoA	Acot7	s
HMDB0001322	Oleoyl-CoA	Acot2	s
HMDB0001322	Oleoyl-CoA	Acot4	s
HMDB0001322	Oleoyl-CoA	Acot3	s
HMDB0001341	ADP	Dck	p
HMDB0001341	ADP	Dtymk	p
HMDB0001341	ADP	Rrm1	p
HMDB0001341	ADP	Gck	p
HMDB0001341	ADP	Hk3	p
HMDB0001341	ADP	Hk2	p
HMDB0001341	ADP	Hk1	p
HMDB0001341	ADP	Fcsk	p
HMDB0001341	ADP	Pccb	p
HMDB0001341	ADP	Pcca	p
HMDB0001341	ADP	Gart	p
HMDB0001341	ADP	Gne	p
HMDB0001341	ADP	Papss1	p
HMDB0001341	ADP	Papss2	p
HMDB0001341	ADP	Cps1	p
HMDB0001341	ADP	Mccc2	p
HMDB0001341	ADP	Mccc1	p
HMDB0001341	ADP	Gclc	p
HMDB0001341	ADP	Ak1	p
HMDB0001341	ADP	Ak3	p
HMDB0001341	ADP	Ak4	p
HMDB0001341	ADP	Ak7	p
HMDB0001341	ADP	Tpk1	p
HMDB0001347	Isopentenyl pyrophosphate	Ggps1	s
HMDB0001347	Isopentenyl pyrophosphate	Fdps	s
HMDB0001347	Isopentenyl pyrophosphate	Mvd	p
HMDB0001358	Retinal	Rdh8	p
HMDB0001358	Retinal	Rdh11	p
HMDB0001358	Retinal	Rdh10	p
HMDB0001358	Retinal	Dhrs3	p
HMDB0001361	Carbon monoxide	Adi1	p
HMDB0001388	alpha-Linolenic acid	Acot7	p
HMDB0001388	alpha-Linolenic acid	Acot2	p
HMDB0001388	alpha-Linolenic acid	Acot4	p
HMDB0001388	alpha-Linolenic acid	Acot3	p
HMDB0001403	Prostaglandin D2	Hpgds	p
HMDB0001403	Prostaglandin D2	Ptgds	p
HMDB0001414	Putrescine	Sat2	s
HMDB0001414	Putrescine	Sat1	s
HMDB0001414	Putrescine	Srm	s
HMDB0001414	Putrescine	Odc1	p
HMDB0001429	Phosphate	Acp2	p
HMDB0001429	Phosphate	Acp1	p
HMDB0001429	Phosphate	Acp3	p
HMDB0001429	Phosphate	Pccb	p
HMDB0001429	Phosphate	Pcca	p
HMDB0001429	Phosphate	Bpgm	p
HMDB0001429	Phosphate	Pgam2	p
HMDB0001429	Phosphate	Pgam1	p
HMDB0001429	Phosphate	Pgam1	p
HMDB0001429	Phosphate	Gart	p
HMDB0001429	Phosphate	Cps1	p
HMDB0001429	Phosphate	Inpp5j	p
HMDB0001429	Phosphate	Inpp5k	p
HMDB0001429	Phosphate	Pygl	s
HMDB0001514	Glucosamine	Hk3	s
HMDB0001514	Glucosamine	Hk2	s
HMDB0001514	Glucosamine	Hk1	s
HMDB0001547	Corticosterone	Hsd11b1	s
HMDB0001852	all-trans-Retinoic acid	Ugt2b5	s
HMDB0001852	all-trans-Retinoic acid	Ugt1a5	s
HMDB0001852	all-trans-Retinoic acid	Ugt2b34	s
HMDB0001852	all-trans-Retinoic acid	Ugt2b35	s
HMDB0001852	all-trans-Retinoic acid	Ugt2a1	s
HMDB0001852	all-trans-Retinoic acid	Ugt1a1	s
HMDB0001852	all-trans-Retinoic acid	Ugt1a9	s
HMDB0001852	all-trans-Retinoic acid	Ugt1a9	s
HMDB0001852	all-trans-Retinoic acid	Ugt1a2	s
HMDB0001852	all-trans-Retinoic acid	Ugt1a9	s
HMDB0001852	all-trans-Retinoic acid	Ugt2b1	s
HMDB0001852	all-trans-Retinoic acid	Ugt1a6	s
HMDB0001852	all-trans-Retinoic acid	Ugt1a2	s
HMDB0001852	all-trans-Retinoic acid	Ugt1a9	s
HMDB0001999	Eicosapentaenoic acid	Acot7	p
HMDB0001999	Eicosapentaenoic acid	Acot2	p
HMDB0001999	Eicosapentaenoic acid	Acot4	p
HMDB0001999	Eicosapentaenoic acid	Acot3	p
HMDB0002183	Docosahexaenoic acid	Acot7	p
HMDB0002183	Docosahexaenoic acid	Acot2	p
HMDB0002183	Docosahexaenoic acid	Acot4	p
HMDB0002183	Docosahexaenoic acid	Acot3	p
HMDB0002925	Dihomo-gamma-linolenic acid	Acot7	p
HMDB0002925	Dihomo-gamma-linolenic acid	Acot2	p
HMDB0002925	Dihomo-gamma-linolenic acid	Acot4	p
HMDB0002925	Dihomo-gamma-linolenic acid	Acot3	p
HMDB0002961	Dihydrotestosterone	Srd5a2	s
HMDB0002961	Dihydrotestosterone	Srd5a1	s
HMDB0002961	Dihydrotestosterone	Srd5a3	s
HMDB0003073	gamma-Linolenic acid	Acot7	p
HMDB0003073	gamma-Linolenic acid	Acot2	p
HMDB0003073	gamma-Linolenic acid	Acot4	p
HMDB0003073	gamma-Linolenic acid	Acot3	p
HMDB0003080	Leukotriene D4	Ggt1	p
HMDB0003080	Leukotriene D4	Ggt7	p
HMDB0003080	Leukotriene D4	Ggt6	p
HMDB0003080	Leukotriene D4	Ggt5	p
HMDB0003125	Hydrogen peroxide	Prdx6	s
HMDB0003125	Hydrogen peroxide	Gpx7	s
HMDB0003125	Hydrogen peroxide	Gpx5	s
HMDB0003125	Hydrogen peroxide	Gpx6	s
HMDB0003125	Hydrogen peroxide	Gpx1	s
HMDB0003125	Hydrogen peroxide	Gpx3	s
HMDB0003125	Hydrogen peroxide	Gpx2	s
HMDB0003276	Hydrogen sulfide	Cth	p
HMDB0004080	Anandamide	Faah	s
HMDB0006216	11-cis-Retinol	Dgat1	s
HMDB0006216	11-cis-Retinol	Rpe65	p
HMDB0006216	11-cis-Retinol	Lrat	s
HMDB0012275	Phenylethylamine	Ddc	p
